nid	mid	fields
1296662758716	1028113710	取り入れる	to adopt; take in	とりいれる	[sound:rec1298755956.mp3]
1296662758852	1028113710	踊り	dance	おどり	[sound:rec1298755844.mp3]
1296662758989	1028113710	劇	play (performed on stage)	げき	[sound:rec1298755894.mp3]
1296662759157	1028113710	完成	completion	かんせい	[sound:rec1298755835.mp3]
1296662759317	1028113710	主人	master; head of household; owner (of shops); one's husband	しゅじん	[sound:rec1298755871.mp3]
1296662759464	1028113710	登場	entering (on stage); appearing (on screen)	とうじょう	[sound:rec1298755848.mp3]
1296662759697	1028113710	悲劇	tragedy	ひげき	[sound:rec1298756009.mp3]
1296662759853	1028113710	主人公	main character	しゅじんこう	[sound:rec1298755866.mp3]
1296662760097	1028113710	途中で	on the way; halfway	とちゅうで	[sound:rec1298755876.mp3]
1296662760380	1028113710	立場	position; standpoint	たちば	[sound:rec1298755902.mp3]
1296662760562	1028113710	だます	to deceive	だます	[sound:rec1298755969.mp3]
1296662760728	1028113710	偉そうにする	to act important	えらそうにする	[sound:rec1298755949.mp3]
1296662760908	1028113710	からかう	to tease	からかう	[sound:rec1298756004.mp3]
1296662761055	1028113710	身分	one's social position/status	みぶん	[sound:rec1298755880.mp3]
1296662761181	1028113710	立派な	splendid; fine; prominent; admirable	りっぱな	[sound:rec1298755945.mp3]
1296662761400	1028113710	バカなことをする	to do a foolish thing	バカなことをする	[sound:rec1298755983.mp3]
1296662761527	1028113710	描く	to depict; describe	えがく	[sound:rec1298755977.mp3]
1296662761641	1028113710	留守	being away from home	るす	[sound:rec1298755818.mp3]
1296662761776	1028113710	毒	poison	どく	[sound:rec1298755898.mp3]
1296662761946	1028113710	近づく	to get closer; come near; approach	ちかづく	[sound:rec1298755987.mp3]
1296662762098	1028113710	我慢	patience; tolerance	がまん	[sound:rec1298755884.mp3]
1296662762265	1028113710	ふた	lid; cover	ふた	[sound:rec1298755861.mp3]
1296662762426	1028113710	におい	smell	におい	[sound:rec1298755941.mp3]
1296662762562	1028113710	破る	to tear	やぶる	[sound:rec1298756000.mp3]
1296662762749	1028113710	茶碗	rice bowl; teacup (for tea ceremony)	ちゃわん	[sound:rec1298755932.mp3]
1296662762864	1028113710	割る	to break (a glass, window, plate, etc.)	わる	[sound:rec1298755965.mp3]
1296662763027	1028113710	日常	daily routine; daily 〜	にちじょう	[sound:rec1298755839.mp3]
1296662763140	1028113710	身近な	close to someone; handy; easily accessible	みぢかな	[sound:rec1298755831.mp3]
1296662763277	1028113710	-法	way; method	-ほう	[sound:rec1298756017.mp3]
1296662826819	1028113710	村	village	むら	[sound:rec1298754684.mp3]
1296662826966	1028113710	確か	If I remember correctly; if I'm not mistaken	たしか	[sound:rec1298754603.mp3]
1296662827092	1028113710	喜劇	comedy	きげき	[sound:rec1298754597.mp3]
1296662827250	1028113710	きのこ	mushroom	きのこ	[sound:rec1298754607.mp3]
1296662827372	1028113710	生える	to sprout; come up; grow (plant, hair, etc.)	はえる	[sound:rec1298754680.mp3]
1296662827494	1028113710	消す	to remove; erase; turn off; put out (fire)	けす	[sound:rec1298754663.mp3]
1296662827700	1028113710	追いかける	to run after; chase	おいかける	[sound:rec1298754667.mp3]
1296662827842	1028113710	逃げる	to run away	にげる	[sound:rec1298754671.mp3]
1296662827950	1028113710	自信	self-confidence	じしん	[sound:rec1298754631.mp3]
1296662828059	1028113710	かわいそうな	poor; pitiable	かわいそうな	[sound:rec1298754612.mp3]
1296662828198	1028113710	観る	to see/watch (a play, movie, sports game, etc)	みる	[sound:rec1298754676.mp3]
1296662828336	1028113710	突然	suddenly	とつぜん	[sound:rec1298754636.mp3]
1296662828483	1028113710	抜く	to pull out	ぬく	[sound:rec1298754658.mp3]
1296662828623	1028113710	いっぱいになる	to be filled up; show up	いっぱいになる	[sound:rec1298754641.mp3]
1296662828788	1028113710	かみつく	to bite	かみつく	[sound:rec1298754653.mp3]
1296662887496	1746577619	科学者	scientist	かがくしゃ	[sound:rec1298755740.mp3]
1296662887612	1746577619	中心	center	ちゅうしん	[sound:rec1298755641.mp3]
1296662887719	1746577619	村	village	むら	[sound:rec1298755686.mp3]
1296662887826	1746577619	効果	effectiveness; impact	こうか	[sound:rec1298755661.mp3]
1296662887935	1746577619	起こる	to occur; happen	おこる	[sound:rec1298755753.mp3]
1296662888046	1746577619	実験	experiment; test	じっけん	[sound:rec1298755675.mp3]
1296662888160	1746577619	上がる	to rise; go up	あがる	[sound:rec1298755622.mp3]
1296662888269	1746577619	減る	to decrease	へる	[sound:rec1298755706.mp3]
1296662888376	1746577619	取り入れる	to adopt; take in	とりいれる	[sound:rec1298755666.mp3]
1296662888487	1746577619	完成	completion	かんせい	[sound:rec1298755671.mp3]
1296662888596	1746577619	登場	entering (on stage); appearing (on screen)	とうじょう	[sound:rec1298755729.mp3]
1296662888704	1746577619	主人公	main character	しゅじんこう	[sound:rec1298755646.mp3]
1296662888818	1746577619	立場	position; standpoint	たちば	[sound:rec1298755745.mp3]
1296662888933	1746577619	近づく	to get closer; come near; approach	ちかづく	[sound:rec1298755759.mp3]
1296662889043	1746577619	日常	daily routine; daily 〜	にちじょう	[sound:rec1298755681.mp3]
1296662889152	1746577619	-法	way; method	-ほう	[sound:rec1298755557.mp3]
1296662889263	1746577619	生える	to sprout; come up; grow (plant, hair, etc.)	はえる	[sound:rec1298755711.mp3]
1296662889377	1746577619	自信	self-confidence	じしん	[sound:rec1298755749.mp3]
1296662889507	1746577619	写真	photogragh	しゃしん	[sound:rec1298755655.mp3]
1296662889657	1746577619	〜通りに	the way; as; exactly like; following; according to	〜とおりに	[sound:rec1298755614.mp3]
1296662889781	1746577619	逆	opposite; the other way	ぎゃく	[sound:rec1298755764.mp3]
1296662889899	1746577619	低い	low	ひくい	[sound:rec1298755651.mp3]
1296662890041	1746577619	〜点	point	〜てん	[sound:rec1298755567.mp3]
1296662890153	1746577619	〜直す	again; re-V	〜なおす	[sound:rec1298755597.mp3]
1296662890264	1746577619	確かな	certain; sure	たしかな	[sound:rec1298755735.mp3]
1296662929362	1746577619	甘い	sweet	あまい	[sound:rec1298754837.mp3]
1296662929474	1746577619	普通	usually; commonly	ふつう	[sound:rec1298754823.mp3]
1296662929581	1746577619	謝る	to apologize	あやまる	[sound:rec1298754889.mp3]
1296662929689	1746577619	偉い	great; admirable; respectable; (person) in a high position	えらい	[sound:rec1298754735.mp3]
1296662929798	1746577619	恥ずかしい	to be shy; be embarrassed; be ashamed	はずかしい	[sound:rec1298754799.mp3]
1296662929924	1746577619	証明	proof	しょうめい	[sound:rec1298754880.mp3]
1296662930032	1746577619	患者	patient	かんじゃ	[sound:rec1298754803.mp3]
1296662930141	1746577619	講義	lecture	こうぎ	[sound:rec1298754885.mp3]
1296662930253	1746577619	平均	average; mean	へいきん	[sound:rec1298754786.mp3]
1296662930363	1746577619	踊り	dance	おどり	[sound:rec1298754894.mp3]
1296662930472	1746577619	劇	play (performed on stage)	げき	[sound:rec1298754765.mp3]
1296662930590	1746577619	悲劇	tragedy	ひげき	[sound:rec1298754808.mp3]
1296662930700	1746577619	身分	one's social position/status	みぶん	[sound:rec1298754916.mp3]
1296662930811	1746577619	立派な	splendid; fine; prominent; admirable	りっぱな	[sound:rec1298754871.mp3]
1296662930925	1746577619	留守	being away from home	るす	[sound:rec1298754856.mp3]
1296662931036	1746577619	毒	poison	どく	[sound:rec1298754830.mp3]
1296662931147	1746577619	破る	to tear	やぶる	[sound:rec1298754861.mp3]
1296662931271	1746577619	割る	to break (a glass, window, plate, etc.)	わる	[sound:rec1298754740.mp3]
1296662931380	1746577619	身近な	close to someone; handy; easily accessible	みぢかな	[sound:rec1298754921.mp3]
1296662931493	1746577619	喜劇	comedy	きげき	[sound:rec1298754770.mp3]
1296662931609	1746577619	追いかける	to run after; chase	おいかける	[sound:rec1298754942.mp3]
1296662931725	1746577619	逃げる	to run away	にげる	[sound:rec1298754947.mp3]
1296662931854	1746577619	観る	to see/watch (a play, movie, sports game, etc)	みる	[sound:rec1298754875.mp3]
1296662931967	1746577619	突然	suddenly	とつぜん	[sound:rec1298754866.mp3]
1296662932082	1746577619	抜く	to pull out	ぬく	[sound:rec1298754813.mp3]
1296662932195	1746577619	途中	on the way; halfway	とちゅう	[sound:rec1298754951.mp3]
1296662932327	1746577619	探す	to look for	さがす	[sound:rec1298754818.mp3]
1296662932468	1746577619	怖い	scary	こわい	[sound:rec1298754793.mp3]
1296662986699	1028113710	首相	Prime Minister	しゅしょう	[sound:rec1298759597.mp3]
1296662986819	1028113710	環境	environment	かんきょう	[sound:rec1298759515.mp3]
1296662986958	1028113710	用意	preparation	ようい	[sound:rec1298759586.mp3]
1296662987074	1028113710	学力	academic ability	がくりょく	[sound:rec1298759422.mp3]
1296662987211	1028113710	協力	cooperation	きょうりょく	[sound:rec1298759495.mp3]
1296662987323	1028113710	教育	education	きょういく	[sound:rec1298759510.mp3]
1296662987511	1028113710	悪循環	vicious circle	あくじゅんかん	[sound:rec1298759765.mp3]
1296662987629	1028113710	現状	present condition; status quo	げんじょう	[sound:rec1298759592.mp3]
1296662987793	1028113710	制度	system; institution	せいど	[sound:rec1298759656.mp3]
1296662987946	1028113710	問題点	the point at issue	もんだいてん	[sound:rec1298759662.mp3]
1296662988125	1028113710	満足	contentment; satisfaction	まんぞく	[sound:rec1298759491.mp3]
1296662988260	1028113710	公立	public (institution)	こうりつ	[sound:rec1298759626.mp3]
1296662988417	1028113710	私立	private (institution)	しりつ	[sound:rec1298759620.mp3]
1296662988542	1028113710	義務	duty; obligation	ぎむ	[sound:rec1298759505.mp3]
1296662988684	1028113710	進学	going on (to the next stage of education)	しんがく	[sound:rec1298759534.mp3]
1296662988797	1028113710	-率	rate; percentage	-りつ	[sound:rec1298759631.mp3]
1296662988949	1028113710	含める	to include	ふくめる	[sound:rec1298759683.mp3]
1296662989223	1028113710	進む	to go on (to a university); make progress; advance	すすむ	[sound:rec1298759678.mp3]
1296662989334	1028113710	学歴	academic/educational background	がくれき	[sound:rec1298759427.mp3]
1296662989479	1028113710	いじめ	bullying	いじめ	[sound:rec1298759441.mp3]
1296662989672	1028113710	生徒	student (usually at junior/senior high school)	せいと	[sound:rec1298759646.mp3]
1296662989784	1028113710	挑戦	try; challenge	ちょうせん	[sound:rec1298759760.mp3]
1296662989899	1028113710	意味	meaning	いみ	[sound:rec1298759562.mp3]
1296662990051	1028113710	希望	hope; wish	きぼう	[sound:rec1298759548.mp3]
1296662990222	1028113710	指す	to point; indicate	さす	[sound:rec1298759688.mp3]
1296662990361	1028113710	苦しむ	to suffer	くるしむ	[sound:rec1298759754.mp3]
1296662990503	1028113710	家庭	home; family	かてい	[sound:rec1298759544.mp3]
1296662990620	1028113710	必死（の）	desperate; frantic	ひっし（の）	[sound:rec1298759500.mp3]
1296662990773	1028113710	すべる	to slide; skate; be slippery	すべる	[sound:rec1298759749.mp3]
1296662990921	1028113710	地位	(social) position; status	ちい	[sound:rec1298759417.mp3]
1296662991072	1028113710	認める	to recognize; notice; admit	みとめる	[sound:rec1298759706.mp3]
1296662991221	1028113710	人生	one's life	じんせい	[sound:rec1298759571.mp3]
1296662991367	1028113710	幸せ	happiness	しあわせ	[sound:rec1298759539.mp3]
1296662991542	1028113710	可能性	possibility; potentiality	かのうせい	[sound:rec1298759581.mp3]
1296662991685	1028113710	統計	statistics	とうけい	[sound:rec1298759641.mp3]
1296662991850	1028113710	判断	judgment	はんだん	[sound:rec1298759553.mp3]
1296662991965	1028113710	以前	before	いぜん	[sound:rec1298759436.mp3]
1296662992084	1028113710	歓迎	welcome	かんげい	[sound:rec1298759769.mp3]
1296662992203	1028113710	自殺	suicide	じさつ	[sound:rec1298759651.mp3]
1296662992373	1028113710	ついていく	to follow; keep up	ついていく	[sound:rec1298759673.mp3]
1296662992522	1028113710	原因	cause; origin	げんいん	[sound:rec1298759469.mp3]
1296662992682	1028113710	他人	other people; others	たにん	[sound:rec1298759576.mp3]
1296662992834	1028113710	求める	to seek; request; demand	もとめる	[sound:rec1298759744.mp3]
1296662992957	1028113710	主な	main; leading; major	おもな	[sound:rec1298759557.mp3]
1296662993109	1028113710	別の	another; different; extra	べつの	[sound:rec1298759432.mp3]
1296662993250	1028113710	生む	to produce; bear	うむ	[sound:rec1298759693.mp3]
1296662993422	1028113710	数字	numeral; figure	すうじ	[sound:rec1298759566.mp3]
1296662993581	1028113710	上げる	to raise; elevate; increase	あげる	[sound:rec1298759698.mp3]
1296662993725	1028113710	低下	falling; declining	ていか	[sound:rec1298759524.mp3]
1296662993846	1028113710	下がる	to drop; go down	さがる	[sound:rec1298759667.mp3]
1296662994000	1028113710	減らす	to reduce; cut down	へらす	[sound:rec1298759711.mp3]
1296662994118	1028113710	常識	common sense; common knowledge	じょうしき	[sound:rec1298759486.mp3]
1296662994263	1028113710	頼る	to rely on; depend on	たよる	[sound:rec1298759738.mp3]
1296662994445	1028113710	計算	calculation; count	けいさん	[sound:rec1298759446.mp3]
1296662994600	1028113710	基本	foundation; basis	きほん	[sound:rec1298759530.mp3]
1296662994761	1028113710	平等な	equal; even	びょうどうな	[sound:rec1298759520.mp3]
1296662994882	1028113710	解決	solution; closure of problem	かいけつ	[sound:rec1298759636.mp3]
1296663054981	1028113710	喜ぶ	to be delighted (about 〜); be glad	よろこぶ	[sound:rec1298756275.mp3]
1296663055195	1028113710	おしゃれな	stylish; fashionable	おしゃれな	[sound:rec1298756271.mp3]
1296663055341	1028113710	バーゲン	sale; bargain	バーゲン	[sound:rec1298756225.mp3]
1296663055450	1028113710	洋服	(Western) clothes	ようふく	[sound:rec1298756153.mp3]
1296663055585	1028113710	似合う	to become; match; suit	にあう	[sound:rec1298756280.mp3]
1296663055740	1028113710	ずいぶん	a lot; very much	ずいぶん	[sound:rec1298756158.mp3]
1296663055855	1028113710	まだまだ	still some way to go before goal; still more to come	まだまだ	[sound:rec1298756266.mp3]
1296663055974	1028113710	返事	reply; answer	へんじ	[sound:rec1298756393.mp3]
1296663056082	1028113710	お礼	expression of gratitude	おれい	[sound:rec1298756202.mp3]
1296663056192	1028113710	否定	denial; negative	ひてい	[sound:rec1298756182.mp3]
1296663163193	1746577619	一方	on the other hand	いっぽう	[sound:rec1298756880.mp3]
1296663163306	1746577619	用意	preparation	ようい	[sound:rec1298759302.mp3]
1296663163413	1746577619	去年	last year	きょねん	[sound:rec1298759184.mp3]
1296663163523	1746577619	協力	cooperation	きょうりょく	[sound:rec1298756984.mp3]
1296663163640	1746577619	内容	content	ないよう	[sound:rec1298756965.mp3]
1296663163745	1746577619	教育	education	きょういく	[sound:rec1298759234.mp3]
1296663163853	1746577619	制度	system; institution	せいど	[sound:rec1298756975.mp3]
1296663163963	1746577619	問題点	the point at issue	もんだいてん	[sound:rec1298759201.mp3]
1296663164071	1746577619	満足	contentment; satisfaction	まんぞく	[sound:rec1298759292.mp3]
1296663164179	1746577619	公立	public (institution)	こうりつ	[sound:rec1298756960.mp3]
1296663164304	1746577619	私立	private (institution)	しりつ	[sound:rec1298759318.mp3]
1296663164412	1746577619	進学	going on (to the next stage of education)	しんがく	[sound:rec1298759370.mp3]
1296663164519	1746577619	進む	to go on (to a university); make progress; advance	すすむ	[sound:rec1298759364.mp3]
1296663164625	1746577619	苦しむ	to suffer	くるしむ	[sound:rec1298759328.mp3]
1296663164737	1746577619	地位	(social) position; status	ちい	[sound:rec1298759214.mp3]
1296663164854	1746577619	人生	one's life	じんせい	[sound:rec1298756935.mp3]
1296663164961	1746577619	可能性	possibility; potentiality	かのうせい	[sound:rec1298759194.mp3]
1296663165070	1746577619	以前	before	いぜん	[sound:rec1298756950.mp3]
1296663165178	1746577619	原因	cause; origin	げんいん	[sound:rec1298756989.mp3]
1296663165287	1746577619	他人	other people; others	たにん	[sound:rec1298756945.mp3]
1296663165397	1746577619	求める	to seek; request; demand	もとめる	[sound:rec1298759244.mp3]
1296663165520	1746577619	主な	main; leading; major	おもな	[sound:rec1298756922.mp3]
1296663165629	1746577619	別の	another; different; extra	べつの	[sound:rec1298756969.mp3]
1296663165886	1746577619	生む	to produce; bear	うむ	[sound:rec1298759297.mp3]
1296663165995	1746577619	数字	numeral; figure	すうじ	[sound:rec1298759238.mp3]
1296663166104	1746577619	上げる	to raise; elevate; increase	あげる	[sound:rec1298756885.mp3]
1296663166215	1746577619	低下	falling; declining	ていか	[sound:rec1298756955.mp3]
1296663166333	1746577619	下がる	to drop; go down	さがる	[sound:rec1298756915.mp3]
1296663166443	1746577619	減らす	to reduce; cut down	へらす	[sound:rec1298759287.mp3]
1296663166554	1746577619	計算	calculation; count	けいさん	[sound:rec1298759353.mp3]
1296663166667	1746577619	平等な	equal; even	びょうどうな	[sound:rec1298759219.mp3]
1296663166781	1746577619	解決	solution; closure of problem	かいけつ	[sound:rec1298759345.mp3]
1296663166899	1746577619	喜ぶ	to be delighted (about 〜); be glad	よろこぶ	[sound:rec1298759207.mp3]
1296663167008	1746577619	洋服	(Western) clothes	ようふく	[sound:rec1298759281.mp3]
1296663167122	1746577619	返事	reply; answer	へんじ	[sound:rec1298759358.mp3]
1296663167236	1746577619	-制	system	-せい	[sound:rec1298756804.mp3]
1296663167375	1746577619	落ちる	to drop; fail	おちる	[sound:rec1298759333.mp3]
1296663167540	1746577619	前者	the former	ぜんしゃ	[sound:rec1298756979.mp3]
1296663167668	1746577619	後者	the latter	こうしゃ	[sound:rec1298759229.mp3]
1296663167782	1746577619	幸せな	happy	しあわせな	[sound:rec1298759224.mp3]
1296663167896	1746577619	〜以外	but; except; other than; besides	〜いがい	[sound:rec1298756853.mp3]
1296663168064	1746577619	決して〜ない	never; by no means; not 〜 at all; not 〜 in the latest; definitely not	けっして〜ない	[sound:rec1298759252.mp3]
1296663168223	1746577619	〜に対して	whereas; on the other hand; in contrast	〜にたいして	[sound:rec1298756830.mp3]
1296663168374	1746577619	自由な	free	じゆうな	[sound:rec1298759323.mp3]
1296663168487	1746577619	仕方	way; method	しかた	[sound:rec1298756940.mp3]
1296663392718	1746577619	環境	environment	かんきょう	[sound:rec1298756564.mp3]
1296663392829	1746577619	学力	academic ability	がくりょく	[sound:rec1298756514.mp3]
1296663392936	1746577619	厳しい	severe; strict; intense	きびしい	[sound:rec1298756487.mp3]
1296663393063	1746577619	教科書	textbook	きょうかしょ	[sound:rec1298756554.mp3]
1296663393173	1746577619	現状	present condition; status quo	げんじょう	[sound:rec1298756559.mp3]
1296663393281	1746577619	義務	duty; obligation	ぎむ	[sound:rec1298756608.mp3]
1296663393398	1746577619	-率	rate; percentage	-りつ	[sound:rec1298756444.mp3]
1296663393506	1746577619	含める	to include	ふくめる	[sound:rec1298756504.mp3]
1296663393616	1746577619	学歴	academic/educational background	がくれき	[sound:rec1298756519.mp3]
1296663393724	1746577619	生徒	student (usually at junior/senior high school)	せいと	[sound:rec1298756570.mp3]
1296663393834	1746577619	希望	hope; wish	きぼう	[sound:rec1298756534.mp3]
1296663393942	1746577619	指す	to point; indicate	さす	[sound:rec1298756550.mp3]
1296663394057	1746577619	家庭	home; family	かてい	[sound:rec1298756524.mp3]
1296663394165	1746577619	認める	to recognize; notice; admit	みとめる	[sound:rec1298756647.mp3]
1296663394274	1746577619	統計	statistics	とうけい	[sound:rec1298756629.mp3]
1296663394385	1746577619	判断	judgment	はんだん	[sound:rec1298756462.mp3]
1296663394497	1746577619	自殺	suicide	じさつ	[sound:rec1298756642.mp3]
1296663394629	1746577619	常識	common sense; common knowledge	じょうしき	[sound:rec1298756538.mp3]
1296663394739	1746577619	頼る	to rely on; depend on	たよる	[sound:rec1298756710.mp3]
1296663394850	1746577619	基本	foundation; basis	きほん	[sound:rec1298756509.mp3]
1296663394963	1746577619	似合う	to become; match; suit	にあう	[sound:rec1298756457.mp3]
1296663395074	1746577619	否定	denial; negative	ひてい	[sound:rec1298756498.mp3]
1296663395185	1746577619	必死の	desperate; frantic	ひっしの	[sound:rec1298756543.mp3]
1296663395311	1746577619	就職	getting a full-time job	しゅうしょく	[sound:rec1298756529.mp3]
1296663395427	1746577619	給料	salary	きゅうりょう	[sound:rec1298756584.mp3]
1296663395572	1746577619	述べる	to state; express	のべる	[sound:rec1298756694.mp3]
1296663395689	1746577619	〜限り	as long as; as far as; while; until; unless; as much as (one can)	かぎり	[sound:rec1298756451.mp3]
1296663395803	1746577619	食堂	cafeteria	しょくどう	[sound:rec1298756716.mp3]
1296663475853	1028113710	変化	change	へんか	[sound:rec1298760798.mp3]
1296663476018	1028113710	電子レンジ	microwave oven	でんしレンジ	[sound:rec1298760950.mp3]
1296663476128	1028113710	規制	regulation	きせい	[sound:rec1298761032.mp3]
1296663476238	1028113710	すでに	already	すでに	[sound:rec1298760718.mp3]
1296663476390	1028113710	犯罪	crime	はんざい	[sound:rec1298760818.mp3]
1296663476547	1028113710	おつり	change (money)	おつり	[sound:rec1298760792.mp3]
1296663476679	1028113710	販売	selling; sale	はんばい	[sound:rec1298761048.mp3]
1296663476809	1028113710	街	town; city	まち	[sound:rec1298761136.mp3]
1296663476950	1028113710	訪れる	to visit; call (on a person, at a place)	おとずれる	[sound:rec1298761124.mp3]
1296663477090	1028113710	風景	scenery	ふうけい	[sound:rec1298761043.mp3]
1296663477224	1028113710	通る	to pass (by); go through; walk along	とおる	[sound:rec1298761111.mp3]
1296663477378	1028113710	普及	spread; popularization	ふきゅう	[sound:rec1298761053.mp3]
1296663477689	1028113710	売り上げ	sales	うりあげ	[sound:rec1298761038.mp3]
1296663477830	1028113710	びっくり	startle; surprise	びっくり	[sound:rec1298761058.mp3]
1296663477974	1028113710	出す	to serve	だす	[sound:rec1298761118.mp3]
1296663478085	1028113710	地区	district; area	ちく	[sound:rec1298760831.mp3]
1296663478196	1028113710	冷凍	freezing; refrigeration	れいとう	[sound:rec1298760928.mp3]
1296663478326	1028113710	食品	food	しょくひん	[sound:rec1298760903.mp3]
1296663478452	1028113710	温める	to warm (up); heat (up)	あたためる	[sound:rec1298761131.mp3]
1296663478604	1028113710	賢い	wise; clever	かしこい	[sound:rec1298761167.mp3]
1296663478717	1028113710	名刺	business card	めいし	[sound:rec1298760751.mp3]
1296663478829	1028113710	危険な	dangerous; perilous	きけんな	[sound:rec1298760827.mp3]
1296663478970	1028113710	現金	cash	げんきん	[sound:rec1298760760.mp3]
1296663479126	1028113710	著者	author	ちょしゃ	[sound:rec1298760741.mp3]
1296663479239	1028113710	-氏	Mr./Ms.	-し	[sound:rec1298760983.mp3]
1296663479350	1028113710	信頼	trust; reliance	しんらい	[sound:rec1298761141.mp3]
1296663479461	1028113710	自動の	automatic	じどうの	[sound:rec1298760746.mp3]
1296663479621	1028113710	好む	to like; prefer	このむ	[sound:rec1298761106.mp3]
1296663479733	1028113710	-製	-made; -make; made in 〜	-せい	[sound:rec1298760708.mp3]
1296663479848	1028113710	機械	machine	きかい	[sound:rec1298760945.mp3]
1296663479959	1028113710	事実	fact; truth	じじつ	[sound:rec1298760891.mp3]
1296663480124	1028113710	電気スタンド	lamp	でんきスタンド	[sound:rec1298760940.mp3]
1296663480242	1028113710	宣伝	advertising; promotion; publicity	せんでん	[sound:rec1298760714.mp3]
1296663480421	1028113710	役に立つ	to be useful (for 〜)	やくにたつ	[sound:rec1298761068.mp3]
1296663480537	1028113710	通り	street	とおり	[sound:rec1298761063.mp3]
1296663480651	1028113710	利用	use; usage	りよう	[sound:rec1298761155.mp3]
1296663480808	1028113710	エネルギー	energy	エネルギー	[sound:rec1298760868.mp3]
1296663480959	1028113710	無駄使い	wasteful use; waste	むだづかい	[sound:rec1298761162.mp3]
1296663481075	1028113710	批判	criticism	ひはん	[sound:rec1298760823.mp3]
1296663481230	1028113710	対策	countermeasure	たいさく	[sound:rec1298760803.mp3]
1296663481378	1028113710	省エネ	energy saving	しょうエネ	[sound:rec1298760848.mp3]
1296663481530	1028113710	缶	can	かん	[sound:rec1298760756.mp3]
1296663481668	1028113710	冷やす	to cool; refrigerate; chill	ひやす	[sound:rec1298761082.mp3]
1296663481787	1028113710	電力	electric power	でんりょく	[sound:rec1298760844.mp3]
1296663481903	1028113710	導入	introduction; installation	どうにゅう	[sound:rec1298760934.mp3]
1296663482051	1028113710	深夜	midnight	しんや	[sound:rec1298760955.mp3]
1296663482188	1028113710	-割	unit of ten percent	-わり	[sound:rec1298761149.mp3]
1296663482337	1028113710	楽しみ	enjoyment; pleasure	たのしみ	[sound:rec1298760887.mp3]
1296663540357	1028113710	消費者	consumer	しょうひしゃ	[sound:rec1298759923.mp3]
1296663540467	1028113710	情報	information	じょうほう	[sound:rec1298759947.mp3]
1296663540627	1028113710	和食	Japanese food	わしょく	[sound:rec1298759952.mp3]
1296663540751	1028113710	味方	friend; supporter	みかた	[sound:rec1298759943.mp3]
1296663540860	1028113710	食料品	foodstuff; groceries	しょくりょうひん	[sound:rec1298759938.mp3]
1296663540969	1028113710	生活用品	daily commodities	せいかつようひん	[sound:rec1298759929.mp3]
1296663541173	1028113710	聞いたところによると	according to what I've heard	きいたところによると	[sound:rec1298759915.mp3]
1296663541308	1028113710	売れる	to sell; be in demand	うれる	[sound:rec1298760013.mp3]
1296663541467	1028113710	おかず	accompaniment for rice; dishes; side dish	おかず	[sound:rec1298759887.mp3]
1296663541577	1028113710	洋食	Western food	ようしょく	[sound:rec1298760018.mp3]
1296663541718	1028113710	安心	peace of mind; reassurance	あんしん	[sound:rec1298759967.mp3]
1296663541828	1028113710	独身の	single; unmarried	どくしんの	[sound:rec1298759977.mp3]
1296663541947	1028113710	近所	neighborhood; vicinity	きんじょ	[sound:rec1298759963.mp3]
1296663542110	1028113710	心理	mentality; psychology	しんり	[sound:rec1298759957.mp3]
1296663542239	1028113710	夕方	evening	ゆうがた	[sound:rec1298759934.mp3]
1296663542389	1028113710	棚	shelf	たな	[sound:rec1298759972.mp3]
1296663542527	1028113710	並べる	to place; line up; set up	ならべる	[sound:rec1298760007.mp3]
1296663542671	1028113710	替える	to exchange; replace	かえる	[sound:rec1298759983.mp3]
1296663612999	1746577619	将来	future	しょうらい	[sound:rec1298760442.mp3]
1296663613108	1746577619	変化	change	へんか	[sound:rec1298760380.mp3]
1296663613239	1746577619	温かい	warm	あたたかい	[sound:rec1298760507.mp3]
1296663613349	1746577619	情報	information	じょうほう	[sound:rec1298760474.mp3]
1296663613455	1746577619	和食	Japanese food	わしょく	[sound:rec1298760369.mp3]
1296663613575	1746577619	-位	rank	-い	[sound:rec1298760308.mp3]
1296663613681	1746577619	訪れる	to visit; call (on a person, at a place)	おとずれる	[sound:rec1298760596.mp3]
1296663613790	1746577619	風景	scenery	ふうけい	[sound:rec1298760656.mp3]
1296663613898	1746577619	通る	to pass (by); go through; walk along	とおる	[sound:rec1298760616.mp3]
1296663614005	1746577619	地区	district; area	ちく	[sound:rec1298760374.mp3]
1296663614113	1746577619	食品	food	しょくひん	[sound:rec1298760637.mp3]
1296663614239	1746577619	温める	to warm (up); heat (up)	あたためる	[sound:rec1298760513.mp3]
1296663614346	1746577619	危険な	dangerous; perilous	きけんな	[sound:rec1298760359.mp3]
1296663614455	1746577619	信頼	trust; reliance	しんらい	[sound:rec1298760339.mp3]
1296663614564	1746577619	自動の	automatic	じどうの	[sound:rec1298760578.mp3]
1296663614675	1746577619	事実	fact; truth	じじつ	[sound:rec1298760321.mp3]
1296663614945	1746577619	役に立つ	to be useful (for 〜)	やくにたつ	[sound:rec1298760468.mp3]
1296663615058	1746577619	通り	street	とおり	[sound:rec1298760608.mp3]
1296663615186	1746577619	利用	use; usage	りよう	[sound:rec1298760354.mp3]
1296663615298	1746577619	冷やす	to cool; refrigerate; chill	ひやす	[sound:rec1298760349.mp3]
1296663615406	1746577619	電力	electric power	でんりょく	[sound:rec1298760625.mp3]
1296663615516	1746577619	深夜	midnight	しんや	[sound:rec1298760501.mp3]
